0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label,set
0.0,0.0,0.0,0.1125120818614959,-0.1097899079322815,0.0979941962474555,0.1644413769245147,-0.1997713446617126,0.1272561205738753,0.2102001011371612,-0.2619795203208923,0.1225352762454718,0.2368312180042266,-0.3318734467029571,0.1146902321094245,0.0683147609233856,-0.3450643420219421,0.1383160306328505,0.1251244843006134,-0.4565548002719879,0.1194146378153533,0.1914757192134857,-0.4335291087627411,0.0896999938601226,0.2297843992710113,-0.3795949518680572,0.0711613623613089,0.0426851212978363,-0.338567852973938,0.0608879691177577,0.1175934374332428,-0.474617525935173,0.0358670344763965,0.1980790793895721,-0.4325012862682342,0.0044836402127117,0.2331580817699432,-0.3677087724208832,-0.01250153684974,0.0274728536605834,-0.3251579105854034,-0.0176600692606001,0.1002817451953888,-0.4550154209136963,-0.0419044019466667,0.1829865872859954,-0.4074410796165466,-0.0488300891405373,0.215235561132431,-0.3457449376583099,-0.0482316361552506,0.0265193283557891,-0.3032605051994324,-0.0907213361746102,0.0935044586658477,-0.4016321897506714,-0.1084111975318222,0.1562500298023224,-0.3827507495880127,-0.1054640309697418,0.1904140412807464,-0.3401916921138763,-0.1003157766348152,O,train
0.0,0.0,0.0,-0.0364661216735839,-0.1000698208808898,-0.0385533796388699,-0.133791834115982,-0.1765417754650116,-0.0411480182547165,-0.2218296527862548,-0.1844441890716552,-0.0428576508302285,-0.2763590663671493,-0.1309782266616821,-0.0424352178115441,-0.2133553028106689,-0.1234970390796661,0.0022948617815927,-0.3098124563694,-0.128900796175003,-0.0170085655290677,-0.3685152381658554,-0.1204005181789398,-0.031931940628965,-0.4218609631061554,-0.1169382631778717,-0.0427582228321625,-0.2211534678936004,-0.0560660660266876,0.0029837974116162,-0.3238663449883461,-0.051935076713562,-0.0307214317608668,-0.3911908119916916,-0.0488824248313903,-0.0577134417135312,-0.4474995732307434,-0.04794642329216,-0.0707091243702962,-0.2091606855392456,0.0093496739864349,-0.0018564840311228,-0.2747863978147506,0.0109947621822357,-0.0621721671659543,-0.1964644193649292,-0.0041779279708862,-0.070380605920036,-0.1378442943096161,-0.0132872462272644,-0.056401346041639,-0.1829651296138763,0.0731479823589325,-0.0089138254288627,-0.2238255739212036,0.0637814700603485,-0.0625120477516247,-0.1651718914508819,0.0464369356632232,-0.0646193252641751,-0.1191032230854034,0.0352956354618072,-0.0522172936935021,H,train
0.0,0.0,0.0,0.0699833333492279,-0.0463576316833496,-0.0483217330906882,0.1083379685878753,-0.150170087814331,-0.0712337287400259,0.0751083195209503,-0.2104893922805786,-0.0934250520799651,0.0164373219013214,-0.2448164820671081,-0.1152347045276656,0.0667020380496978,-0.32009357213974,-0.0403533073399557,0.0546134412288665,-0.4474107623100281,-0.0759646239016547,0.0420503914356231,-0.5321629643440247,-0.101726332518865,0.0247308313846588,-0.612813413143158,-0.1205570863817229,0.0150797665119171,-0.3262215256690979,-0.0461788865063681,0.038894385099411,-0.4771710336208343,-0.0897916721437468,0.0534575879573822,-0.5657612681388855,-0.1169513928030028,0.0592028796672821,-0.6403675973415375,-0.1307880597446455,-0.0401625633239746,-0.2949267625808716,-0.0576526800427927,-0.0397204756736755,-0.4143107533454895,-0.1266692744825377,-0.0151056349277496,-0.312218427658081,-0.1365006732080473,0.0022864937782287,-0.2302602529525756,-0.1243512796495451,-0.0902633368968963,-0.2324587702751159,-0.0720830353234305,-0.079525738954544,-0.3008595705032348,-0.1336765753362669,-0.0428656637668609,-0.2277628779411316,-0.1364900337789549,-0.0187799334526062,-0.1618002653121948,-0.1250769214962019,R,train
0.0,0.0,0.0,0.0106393992900848,-0.0599908828735351,-0.022078489309365,-0.0203062295913696,-0.1219346523284912,-0.02496929595452,-0.0639502108097076,-0.1361925899982452,-0.0268952598629539,-0.0990206897258758,-0.1175586283206939,-0.0274495104162042,-0.0644173622131347,-0.1542935669422149,-0.0049588925970738,-0.105627566576004,-0.196022629737854,-0.0145696721805279,-0.1341336667537689,-0.2166832685470581,-0.0215284799991195,-0.1601584255695343,-0.2329936623573303,-0.0266760358421151,-0.0838534235954284,-0.1278616487979889,-0.0049069047739749,-0.1285688877105713,-0.1756632924079895,-0.0193840743808095,-0.1570454835891723,-0.2079237103462219,-0.0301971485672538,-0.1822773814201355,-0.2305748760700225,-0.0350048182366435,-0.0919116735458374,-0.0922679305076599,-0.0080911213366334,-0.1258628368377685,-0.1074193716049194,-0.0378670630810802,-0.0890396535396575,-0.0931307077407836,-0.0454641630707328,-0.0623572468757629,-0.079697847366333,-0.0405830418525283,-0.0932888388633728,-0.0520234107971191,-0.0126378726048415,-0.1117605566978454,-0.0710652470588684,-0.0395765466449802,-0.0833196341991424,-0.0657014846801757,-0.0434040700851028,-0.060012012720108,-0.0578442215919494,-0.0395969314334934,H,train
0.0,0.0,0.0,0.1010158061981201,-0.083583652973175,-0.0267598371178792,0.1673596501350402,-0.2338522672653198,-0.0293736274511502,0.2202751636505127,-0.3390935659408569,-0.0349086656392501,0.2743632793426513,-0.3879911303520202,-0.0299212767899916,0.0640337467193603,-0.3446412086486816,-0.0090393119648979,0.058398813009262,-0.4154283702373504,-0.0558265878976271,0.0671429634094238,-0.3147638440132141,-0.0720218702376769,0.0672435760498046,-0.2752488851547241,-0.0719266071141646,-0.0027657151222229,-0.3327488899230957,-0.0117449605063484,-0.0083471834659576,-0.3635531663894653,-0.0602113104582713,0.0177727937698364,-0.2432060837745666,-0.0635916426003859,0.0283544361591339,-0.2437421679496765,-0.0552110209287093,-0.0633575618267059,-0.3093413710594177,-0.0238159748882935,-0.0788374245166778,-0.3431784510612488,-0.0818763881147788,-0.0409544706344604,-0.2285798192024231,-0.0756486042560027,-0.0216947495937347,-0.1941102743148803,-0.0545630364836142,-0.1223703026771545,-0.2920843362808227,-0.0375426992000029,-0.1540716588497162,-0.4181874394416809,-0.0749693497241423,-0.1688814461231231,-0.4897982180118561,-0.0782251714886115,-0.1854564845561981,-0.5759917795658112,-0.0709891229093955,Y,train
0.0,0.0,0.0,0.0679312944412231,-0.032922625541687,-0.045548096552352,0.1184470653533935,-0.1609722375869751,-0.0502263123838702,0.0904152393341064,-0.2769754827022552,-0.0486723820416727,0.0705389976501464,-0.3599162697792053,-0.0349777045397559,0.1054800152778625,-0.2676271498203277,-0.0003816489974042,0.1278911828994751,-0.3477971255779266,-0.0486564303486147,0.1129648685455322,-0.2656065821647644,-0.0665592814533511,0.0962681174278259,-0.2176463007926941,-0.0676141793577471,0.0469288825988769,-0.2760392427444458,0.0079121186660131,0.0574843883514404,-0.3565273582935333,-0.0406606274394789,0.0511248707771301,-0.2428461611270904,-0.0449273663310805,0.0470104813575744,-0.2171282470226287,-0.0313490259198943,-0.00869882106781,-0.2652247846126556,0.0041299073287746,-0.0036512613296508,-0.3142470121383667,-0.0508968385605612,0.000565767288208,-0.2067071795463562,-0.0389026927499571,-0.0007917582988739,-0.1966915428638458,-0.0132004071696201,-0.062739610671997,-0.2440787255764007,-0.0028178657142916,-0.0475804805755615,-0.2784596383571625,-0.0334532710461417,-0.0387310981750488,-0.2080903053283691,-0.0206766335962811,-0.0430611670017242,-0.2008647620677948,-0.0008853077509911,T,train
0.0,0.0,0.0,0.0311054587364196,-0.0418890118598938,-0.0279173234637823,0.0362929105758667,-0.1110184490680694,-0.0298974940713492,0.0034935772418975,-0.1636753678321838,-0.025912508198246,-0.0298679769039154,-0.1970284581184387,-0.0210893655356017,0.0634660720825195,-0.1972899734973907,-0.0121356936331835,0.088016003370285,-0.2750070095062256,-0.0195970812972632,0.100817322731018,-0.321899950504303,-0.0270506067361679,0.1111398637294769,-0.3673554509878158,-0.0332435107018795,0.0323041379451751,-0.2079752683639526,-0.01061154978089,0.0466592609882354,-0.3005336970090866,-0.015486336142942,0.0504010021686553,-0.3565319925546646,-0.0253898499693718,0.0550736784934997,-0.4057551175355911,-0.0313015690233555,0.0010428726673126,-0.1956188678741455,-0.0128824103783813,-0.0101802945137023,-0.28056700527668,-0.0339625438835469,-0.0165342986583709,-0.3345161974430084,-0.0558418331827965,-0.0208424925804138,-0.3884812146425247,-0.0682958139266816,-0.0252684354782104,-0.1605489552021026,-0.016511209138855,-0.0303828120231628,-0.2030584812164306,-0.0425616203036156,-0.0235733687877655,-0.167104035615921,-0.0487384123887864,-0.0196170210838317,-0.1299494504928589,-0.0491724049832669,W,train
0.0,0.0,0.0,0.0792363882064819,-0.0043206810951232,-0.0353285100381413,0.1531818509101867,-0.1163758039474487,-0.0409432154219189,0.172634482383728,-0.2190628051757812,-0.0434420730989018,0.1267315149307251,-0.2183207273483276,-0.045687707893137,0.1315280795097351,-0.2904624342918396,-0.0098805397819319,0.1533538699150085,-0.409026026725769,-0.0217124790023603,0.1625813841819763,-0.4894978106021881,-0.0389308434050121,0.166707158088684,-0.5587670505046844,-0.0548389542918243,0.0853343605995178,-0.3200284242630005,-0.0113986952300706,0.1120233535766601,-0.451377123594284,-0.0212481383304634,0.1283634901046753,-0.5412765145301819,-0.038713249198679,0.1365056633949279,-0.6156104207038879,-0.0522414807300606,0.0380741357803344,-0.3197333216667175,-0.0181377500366011,0.062493085861206,-0.4423545002937317,-0.0297622371535339,0.0823895931243896,-0.5240113437175751,-0.0475854713540115,0.0937692523002624,-0.5908179581165314,-0.0610347081046143,-0.0149149000644683,-0.2984480857849121,-0.0295385111193695,0.0062705874443054,-0.3968338370323181,-0.04245063551474,0.0205809473991394,-0.4598556160926819,-0.0514618147234955,0.0327023565769195,-0.5165559649467468,-0.0586873915116825,B,train
0.0,0.0,0.0,0.0459508895874023,-0.0336180925369262,-0.0558360012173011,0.0439816117286682,-0.1085612177848815,-0.0716881321667983,-0.0274116396903991,-0.153314471244812,-0.0777381898760154,-0.096281498670578,-0.1741513013839721,-0.084008404791291,0.0263310670852661,-0.2434069514274597,-0.0417495088576629,0.0114635825157165,-0.3418296575546264,-0.0642243565916373,-0.0033066272735595,-0.403369128704071,-0.0851209403871848,-0.0182709097862243,-0.4613102078437805,-0.1018280031084373,-0.0298511981964111,-0.2443934082984924,-0.0377592870890453,-0.0519256591796875,-0.3502566814422607,-0.0553018206655337,-0.0740248560905456,-0.4165167808532715,-0.0786898450850799,-0.0913814306259155,-0.4782572090625763,-0.09414297509187,-0.0746206045150756,-0.218604028224945,-0.03929783198231,-0.1135744154453277,-0.3120074868202209,-0.0760077999829604,-0.1375125050544738,-0.3630669713020324,-0.1084174679517104,-0.1565823853015899,-0.4159706830978393,-0.127471627473767,-0.1070599257946014,-0.169157326221466,-0.0442324744462325,-0.1326450705528259,-0.2132392525672912,-0.08947197514766,-0.1154814958572387,-0.1799340844154358,-0.1003706099390342,-0.0964577496051788,-0.1481284499168396,-0.101453313410218,W,train
0.0,0.0,0.0,0.112291932106018,-0.1019517183303833,0.0979669205221682,0.1653426885604858,-0.1935974061489105,0.1251763738069087,0.2187903523445129,-0.2518054544925689,0.1207027546438723,0.2371055483818054,-0.3116459250450134,0.1140126846107989,0.0495176911354064,-0.3540928661823272,0.1154262981686145,0.1334324479103088,-0.4629870504140854,0.0935647077235728,0.2033101916313171,-0.4317299127578735,0.064011987236455,0.2397790551185608,-0.3730214983224869,0.0456916651997119,0.0350714921951293,-0.3433228135108948,0.0386728979024439,0.1353563070297241,-0.4801201522350311,0.0137125299620777,0.2149921655654907,-0.4262290596961975,-0.011376486222133,0.2428755760192871,-0.3515380024909973,-0.024105917724654,0.0359060168266296,-0.3232055604457855,-0.0371688232448548,0.120910108089447,-0.4602977931499481,-0.0585515499737709,0.2017512917518615,-0.4048275202512741,-0.0563442707684487,0.2283759713172912,-0.3373928666114807,-0.0495857820537537,0.0559518337249755,-0.2944133877754211,-0.107372086557433,0.1249403357505798,-0.4010955393314361,-0.1193647720542401,0.1855701208114624,-0.3775170147418976,-0.1082456820335835,0.2154769897460937,-0.3314207196235657,-0.0973940976586789,O,train
